Id,source,latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,serotypes,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,humansGenderDesc,humansAge,humansAffected,humansDeaths
264855,OIE,19.7354,105.6465,Asia,Viet Nam,Thanh Hoa,Tan Tho,Exact,07/02/2020,10/02/2020,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, unspecified bird",1485,100,100,1385,,,,,
264854,OIE,20.9335,105.6588,Asia,Viet Nam,Ha Tay,Phu Nghia,Exact,03/02/2020,10/02/2020,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, unspecified bird",2397,1860,1860,537,,,,,
264851,OIE,49.16,9.44,Europe,Germany,Baden-Wuerttemberg,Bretzfeld,Exact,06/02/2020,10/02/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",69,44,44,25,,,,,
264845,OIE,25.03067,121.48937,Asia,Taiwan (Province of China),Taiwan Sheng,Wanhua District,Exact,10/01/2020,10/02/2020,Confirmed,Influenza - Avian,H5N5 HPAI,"domestic, chicken",15,1,,15,,,,,
264844,National authorities,31.05944,105.87055,Asia,China,Sichuan Sheng,Qingzaigong Village,Exact,02/02/2020,09/02/2020,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, unspecified bird",2497,1840,1840,657,,,0,,
264843,OIE,19.1436,105.6392,Asia,Viet Nam,Nghe An,Quynh Hong,Exact,07/02/2020,09/02/2020,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, unspecified bird",231,105,105,126,,,,,
264842,OIE,19.656,105.771,Asia,Viet Nam,Thanh Hoa,Quang Truong,Exact,04/02/2020,09/02/2020,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, unspecified bird",3280,800,800,2480,,,,,
264841,OIE,19.718,105.6479,Asia,Viet Nam,Thanh Hoa,Tan Khang,Exact,03/02/2020,09/02/2020,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, unspecified bird",12294,375,375,11919,,,,,
264828,National authorities,22.408705,114.057637,Asia,"Hong Kong, SAR",Administrative unit not available,Administrative unit not available,Centroid Admin1,04/02/2020,07/02/2020,Confirmed,Influenza - Avian,H9 LPAI,,,,,,,Male,7,1,
264424,OIE,52.076389,16.098611,Europe,Poland,Wielkopolskie,Stary Widzim,Exact,28/01/2020,03/02/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",36183,9063,1017,35166,,,,,
264423,OIE,52.607222,16.432778,Europe,Poland,Wielkopolskie,Zapust,Exact,22/01/2020,22/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",37563,7748,1500,36063,,,,,
264422,OIE,51.717222,17.851111,Europe,Poland,Wielkopolskie,Slaborowice,Exact,22/01/2020,22/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",165,165,10,155,,,,,
264421,OIE,51.674722,17.747778,Europe,Poland,Wielkopolskie,Radlow,Exact,21/01/2020,22/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",161,161,133,28,,,,,
264420,OIE,25.594403,45.656965,Asia,Saudi Arabia,Riyad,Sudair,Exact,30/01/2020,04/02/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",408000,22700,22700,385300,,,,,
264419,OIE,21.3586,107.5415,Asia,Viet Nam,Quang Ninh,Duc Yen,Exact,18/01/2020,04/02/2020,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, unspecified bird",3000,2500,2200,300,,,,,
264345,EC,50.200556,18.412778,Europe,Poland,Slaskie,Ruda Kozielska,Centroid Locality,29/01/2020,31/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",63,,,,,,,,
264307,OIE,31.734448,34.997686,Asia,Israel,Jerusalem,Jerusalem,Centroid Admin1,27/01/2020,01/02/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,accipitridae (accipitridae))",,1,,,,,,,
264295,OIE,27.37166,111.93861,Asia,China,Hunan Sheng,Jilong village,Exact,01/02/2020,02/02/2020,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",7850,4500,4500,3350,,,0,,
264283,OIE,49.348332,18.9549611,Europe,Slovakia,Zilna,Stará Bystrica,Exact,28/01/2020,28/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",10,4,4,6,,,,,
264276,OIE,56.9636,9.9899,Europe,Denmark,Nordjylland,Sæderup,Exact,27/01/2020,30/01/2020,Confirmed,Influenza - Avian,H5N1 LPAI,"domestic, chicken",48000,,,,,,,,
264165,OIE,-34.1,21.5,Africa,South Africa,Western Cape,HPAI_H5N8_2017_213,Exact,25/11/2019,13/12/2019,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, ostrich",590,4,,,,,,,
264110,OIE,48.781086,18.577339,Europe,Slovakia,Trencin,Bojnice,Exact,24/01/2020,27/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, silver teal , wild, eurasian spoonbill, wild, anatidae, wild, duck",9,9,9,,,,,,
263828,OIE,25.03067,121.48937,Asia,Taiwan (Province of China),Taiwan Sheng,Wanhua District,Exact,11/01/2020,22/01/2020,Confirmed,Influenza - Avian,H5N5 HPAI,"domestic, chicken",19,1,,19,,,,,
263827,OIE,25.03067,121.48937,Asia,Taiwan (Province of China),Taiwan Sheng,Wanhua District,Exact,10/01/2020,22/01/2020,Confirmed,Influenza - Avian,H5N5 HPAI,"domestic, chicken",5,1,,5,,,,,
263826,OIE,48.322524,17.488937,Europe,Slovakia,Trnava,Cífer,Exact,17/01/2020,21/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",19,4,,15,,,,,
263825,OIE,47.68622,17.987319,Europe,Hungary,Komarom-esztergom,Ács,Exact,15/01/2020,22/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, turkey",34000,,,,,,,,
263824,OIE,47.690195,17.995825,Europe,Hungary,Komarom-esztergom,Ács,Exact,10/01/2020,22/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, turkey",20000,,,,,,,,
263823,OIE,51.214798,15.969198,Europe,Poland,Dolnoslaskie,Strupice,Exact,17/01/2020,22/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",549,47,41,508,,,,,
263822,OIE,51.6164,17.8178,Europe,Poland,Wielkopolskie,Ostrow Wielkopolski,Exact,01/01/2020,22/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",6621,6621,2313,4308,,,,,
263821,OIE,23.591721,120.254411,Asia,Taiwan (Province of China),Taiwan Sheng,Shuilin Township,Exact,14/01/2020,22/01/2020,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, turkey",551,147,147,404,,,,,
263820,OIE,24.393,120.59933,Asia,Taiwan (Province of China),Taiwan Sheng,Da’an District,Exact,13/01/2020,22/01/2020,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",2145,105,105,2040,,,,,
263819,OIE,23.8547,120.42009,Asia,Taiwan (Province of China),Taiwan Sheng,Zhutang Township,Exact,13/01/2020,22/01/2020,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",23878,2500,2500,21378,,,,,
263818,OIE,23.677501,120.328694,Asia,Taiwan (Province of China),Taiwan Sheng,Yuanchang Township,Exact,07/01/2020,20/01/2020,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",15083,1033,1033,14050,,,,,
263817,OIE,23.782676,120.509029,Asia,Taiwan (Province of China),Taiwan Sheng,Citong Township,Exact,04/01/2020,20/01/2020,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",8155,1178,1178,6977,,,,,
263816,OIE,25.03067,121.48937,Asia,Taiwan (Province of China),Taiwan Sheng,Wanhua District,Exact,01/01/2020,20/01/2020,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",20,2,,20,,,,,
263775,National authorities,44.3054,86.0804,Asia,China,Xinjiang Uygur Zizhiqu,Shihezi,Centroid Locality,,21/01/2020,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,mute swan (cygnus olor))",150,19,19,,,,,,
263768,National authorities,44.016667,87.516667,Asia,China,Xinjiang Uygur Zizhiqu,Changji City,Centroid Locality,,20/01/2020,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,mute swan (cygnus olor))",800,,13,,,,,,
263766,National authorities,51.683333,14.4,Europe,Germany,Brandenburg,Spree-Neiße,Centroid Locality,,20/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, goose",,1,1,,,,0,,
263759,Other,29.3,30.833333,Africa,Egypt,Fayoum,Fayoum,Centroid Locality,05/01/2019,02/12/2019,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",10000,,500,,,,0,,
263758,Other,30.61,30.43,Africa,Egypt,Behera,Beheira,Centroid Locality,19/01/2019,02/12/2019,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",17000,,7990,,,,,,
263756,OIE,48.9001,28.9558,Europe,Ukraine,Vinnyts'ka,Buhakiv,Exact,18/01/2020,20/01/2020,Confirmed,Influenza - Avian,H5 HPAI,"domestic, unspecified bird",98000,4856,4856,,,,,,
263745,OIE,-33.5,22.2,Africa,South Africa,Western Cape,HPAI_H5N8_2017_215,Exact,30/10/2019,20/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, ostrich",4309,8,,,,,,,
263744,OIE,-33.5,22.2,Africa,South Africa,Western Cape,HPAI_H5N8_2017_214,Exact,30/10/2019,20/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, ostrich",3268,2,,,,,0,,
263743,OIE,47.72981,23.30756,Europe,Romania,Maramures,Seini,Exact,16/01/2020,18/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",22762,22762,220,22542,,,,,
263742,OIE,49.4991,16.3327,Europe,Czech Republic,Jihomoravsky,Stepanov nad Svratkou,Exact,17/01/2020,20/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",15,6,6,6,,,,,
263658,EC,51.7175,17.8514,Europe,Poland,Wielkopolskie,Slaborowice,Exact,14/01/2020,16/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, goose",19594,19594,54,19540,,,0,,
263654,National authorities,42.2104,86.2599,Asia,China,Xinjiang Uygur Zizhiqu,Swan Bay Scenic Spot of Xinjiang Production and Construction Corps,Centroid Locality,09/01/2020,16/01/2020,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,mute swan (cygnus olor))",75,1,1,,,,0,,
263636,National authorities,52.24865,18.815717,Europe,Poland,Wielkopolskie,Zalesie,Centroid Admin2,13/01/2020,14/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, goose, domestic, chicken",5615,2383,125,5490,,,0,,
263635,National authorities,52.886944,14.797222,Europe,Poland,Zachodnio-Pomorskie,Ferma Roscin,Exact,10/01/2020,14/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, turkey",22629,6480,600,22029,,,0,,
263626,OIE,47.387114,21.911849,Europe,Hungary,Hajdu-bihar,Létavértes,Exact,10/01/2020,15/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",115548,,10449,,,,0,,
263625,OIE,47.731084,23.303372,Europe,Romania,Maramures,Seini,Exact,13/01/2020,14/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",18699,18699,11190,7509,,,,,
263594,OIE,23.648401,120.474342,Asia,Taiwan (Province of China),Taiwan Sheng,Dounan Township,Exact,28/12/2019,13/01/2020,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",23411,2432,2432,20979,,,,,
263593,OIE,23.766401,120.264221,Asia,Taiwan (Province of China),Taiwan Sheng,Mailiao Township,Exact,31/12/2019,13/01/2020,Confirmed,Influenza - Avian,H5N5 HPAI,"domestic, chicken",10784,1000,1000,9784,,,,,
263592,OIE,25.03067,121.48937,Asia,Taiwan (Province of China),Taiwan Sheng,Wanhua District,Exact,28/12/2019,13/01/2020,Confirmed,Influenza - Avian,H5N5 HPAI,"domestic, chicken",24,1,,24,,,,,
263591,OIE,25.03067,121.48937,Asia,Taiwan (Province of China),Taiwan Sheng,Wanhua District,Exact,27/12/2019,13/01/2020,Confirmed,Influenza - Avian,H5N5 HPAI,"domestic, chicken",87,8,,87,,,,,
263564,OIE,47.687049,17.989846,Europe,Hungary,Komarom-esztergom,Ács,Exact,09/01/2020,13/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, turkey",53500,4500,,,,,,,
263563,OIE,51.471667,22.941944,Europe,Poland,Lubeiskie,Stary U cimów,Centroid Locality,06/01/2020,07/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, hawk",,1,1,,,,,,
263562,OIE,48.377098,18.008413,Europe,Slovakia,Nitra,Zbehy,Exact,09/01/2020,10/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",22,3,3,19,,,,,
263459,OIE,44.87265,82.06008,Asia,China,Xinjiang Uygur Zizhiqu,Binhe Park,Exact,02/01/2020,08/01/2020,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,mute swan (cygnus olor))",75,6,6,,,,0,,
263337,OIE,43.64458,81.86883,Asia,China,Xinjiang Uygur Zizhiqu,Sala Village,Exact,29/12/2019,08/01/2020,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,mute swan (cygnus olor))",75,9,9,,,,0,,
263328,OIE,25.03067,121.48937,Asia,Taiwan (Province of China),Taiwan Sheng,Wanhua District,Exact,21/12/2019,06/01/2020,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",54,2,,54,,,,,
263327,OIE,23.63233,120.20531,Asia,Taiwan (Province of China),Taiwan Sheng,Sihu Township,Exact,18/12/2019,06/01/2020,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, duck",3071,,,3071,,,,,
263326,OIE,25.03067,121.48937,Asia,Taiwan (Province of China),Taiwan Sheng,Wanhua District,Exact,17/12/2019,06/01/2020,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",78,8,,78,,,,,
263325,OIE,23.08524,120.33243,Asia,Taiwan (Province of China),Taiwan Sheng,Xinshi District,Exact,26/12/2019,06/01/2020,Confirmed,Influenza - Avian,H5N5 HPAI,"domestic, chicken",10265,2056,2056,8209,,,,,
263307,OIE,51.4792,22.9772,Europe,Poland,Lubeiskie,Drozdowka,Exact,04/01/2020,07/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",24000,20,20,23980,,,,,
263306,OIE,50.9183,23.1756,Europe,Poland,Lubeiskie,Wolka Orlowska,Exact,03/01/2020,07/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",36,19,1,35,,,,,
263305,OIE,51.4708,22.9508,Europe,Poland,Lubeiskie,Stary Uscimow,Exact,03/01/2020,07/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",13186,2500,1550,11636,,,,,
263304,OIE,50.9258,22.9031,Europe,Poland,Lubeiskie,Olchowiec Kolonia,Exact,02/01/2020,07/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",43,10,7,36,,,,,
263303,OIE,51.4725,22.9564,Europe,Poland,Lubeiskie,Stary Uscimow,Exact,01/01/2020,07/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",12960,500,500,12460,,,,,
263302,OIE,51.6161,17.7656,Europe,Poland,Wielkopolskie,Topola Osiedle,Exact,31/12/2019,07/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",36069,36069,1261,34808,,,0,,
263301,OIE,51.4728,22.9539,Europe,Poland,Lubeiskie,Stary Uscimow,Exact,31/12/2019,07/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",20600,18900,18900,1700,,,,,
263300,OIE,51.4711,22.9519,Europe,Poland,Lubeiskie,Stary Uscimow,Exact,31/12/2019,07/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",9500,3000,120,9380,,,,,
263294,OIE,23.438331,120.189036,Asia,Taiwan (Province of China),Taiwan Sheng,Dongshi Township,Exact,24/01/2015,07/01/2020,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",36295,930,930,35365,,,0,,
263293,OIE,25.0875,121.22083,Asia,Taiwan (Province of China),Taiwan Sheng,Dayuan District,Exact,23/01/2015,07/01/2020,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",22000,1000,1000,21000,,,,,
263290,OIE,23.2621,82.5605,Asia,India,Chhattisgarh,Government Poultry Farming Region,Exact,07/12/2019,08/01/2020,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",21060,5634,5634,15426,,,0,,
263289,OIE,23.579715,120.402307,Asia,Taiwan (Province of China),Taiwan Sheng,Xikou Township,Exact,20/12/2019,03/01/2020,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, turkey",3114,1000,1000,2114,,,,,
263288,OIE,23.215244,120.194597,Asia,Taiwan (Province of China),Taiwan Sheng,Xuejia District,Exact,17/12/2019,03/01/2020,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",15399,2055,2055,13344,,,,,
263287,OIE,23.48408,120.339258,Asia,Taiwan (Province of China),Taiwan Sheng,Taibao City,Exact,17/12/2019,03/01/2020,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, goose",1862,222,222,1640,,,,,
263286,OIE,24.178389,120.486722,Asia,Taiwan (Province of China),Taiwan Sheng,Shengang Township,Exact,16/12/2019,03/01/2020,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, unspecified bird",1224,329,329,895,,,,,
263285,OIE,23.750817,120.374588,Asia,Taiwan (Province of China),Taiwan Sheng,Lunbei Township,Exact,16/12/2019,03/01/2020,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",12698,914,914,11784,,,,,
263284,OIE,23.753332,120.231782,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,16/12/2019,03/01/2020,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",7612,567,567,7045,,,,,
263283,OIE,25.03067,121.48937,Asia,Taiwan (Province of China),Taiwan Sheng,Wanhua District,Exact,15/12/2019,03/01/2020,Confirmed,Influenza - Avian,H5N5 HPAI,"domestic, chicken",10,1,,10,,,,,
263282,OIE,22.73075,120.530416,Asia,Taiwan (Province of China),Taiwan Sheng,Yanpu Township,Exact,12/12/2019,03/01/2020,Confirmed,Influenza - Avian,H5N5 HPAI,"domestic, chicken",18018,1708,1708,16310,,,,,
263226,OIE,25.03067,121.48937,Asia,Taiwan (Province of China),Taiwan Sheng,Wanhua District,Exact,10/11/2019,22/11/2019,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",10,1,,10,,,,,
263222,National authorities,36.783333,126.45,Asia,Republic of Korea,Chungchongnam-do,Seosan,Centroid Locality,23/12/2019,02/01/2020,Confirmed,Influenza - Avian,LPAI,"environmental sample, unspecified bird",,1,,,,,,,
263070,OIE,23.737452,120.228941,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,29/10/2019,12/11/2019,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",6217,3880,3880,2337,,,,,
263067,OIE,51.47,22.9528,Europe,Poland,Lubeiskie,Stary Uscimow,Exact,30/12/2019,02/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, turkey",12089,12089,12089,,,,,,
262842,National authorities,34.65,135.783333,Asia,Japan,Nara,Yamatokoriyama City,Centroid Locality,25/11/2019,09/12/2019,Confirmed,Influenza - Avian,H5N3 LPAI,"environmental sample, unspecified bird",,,,,,,0,,
262841,National authorities,36.304472,140.015528,Asia,Japan,Ibaraki,Otawara City,Centroid Locality,25/11/2019,04/12/2019,Confirmed,Influenza - Avian,H5N3 LPAI,"environmental sample, unspecified bird",0,0,0,0,0,,0,,
262831,FAO Field Officer,-6.066353,106.17596,Asia,Indonesia,Banten,Kilasah,Exact,,20/11/2019,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,,17,,,,,,
262830,FAO Field Officer,-6.066353,106.17596,Asia,Indonesia,Banten,Kilasah,Exact,,20/11/2019,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,24,,,,,,
262829,FAO Field Officer,-6.066353,106.17596,Asia,Indonesia,Banten,Kilasah,Exact,,20/11/2019,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, muscovy ducks",,,59,,,,,,
262828,FAO Field Officer,-7.914561,112.531354,Asia,Indonesia,Jawa Timur,Tlekung,Exact,,22/10/2019,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,,200,,,,,,
262827,FAO Field Officer,-5.415057,105.309027,Asia,Indonesia,Lampung,Campang Raya,Exact,,10/02/2019,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,10,,,,,,
262826,FAO Field Officer,-7.591536,110.707725,Asia,Indonesia,Jawa Tengah,Sanggung,Exact,,25/01/2019,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,71,,,,,,
262825,FAO Field Officer,-7.591536,110.707725,Asia,Indonesia,Jawa Tengah,Sanggung,Exact,,25/01/2019,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, muscovy ducks",,,163,,,,,,
262824,FAO Field Officer,-2.513163,115.425809,Asia,Indonesia,Kalimantan Selatan,Labunganak,Exact,,25/03/2019,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,65,,,,,,
262823,FAO Field Officer,-6.538804,107.765905,Asia,Indonesia,Jawa Barat,Sukamelang,Exact,,08/10/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,,500,,,,,,
262822,FAO Field Officer,-6.368349,107.785443,Asia,Indonesia,Jawa Barat,Mulyasari,Exact,,08/10/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,40,,,,,,
262821,FAO Field Officer,-6.552034,107.73266,Asia,Indonesia,Jawa Barat,Dangdeur,Exact,,04/10/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, muscovy ducks",,,14,,,,,,
262820,FAO Field Officer,0.808344,124.562707,Asia,Indonesia,Sulawesi Utara,Tombolikat Selatan,Exact,,06/07/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,145,,,,,,
262819,FAO Field Officer,0.772214,124.501157,Asia,Indonesia,Sulawesi Utara,Tutuyan,Exact,,06/07/2018,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,,2,,,,,,
